timestmp,detection
27354.154,1
27393.494,0
27432.779,0
27472.477,0
27511.946,1
27552.856,0
27592.948,1
27631.566,1
27670.137,0
27708.201,0
27751.445,0
27789.889,0
27830.041,0
27867.756,0
27907.788,0
27950.96,0
27993.288,0
28036.459,0
28076.008,0
28120.081,0
28159.281,0
28199.897,0
28240.49,0
28281.869,0
28319.595,0
28362.978,0
28401.606,0
28442.841,0
28484.336,0
28524.307,1
28563.043,0
28603.89,0
28646.651,0
28686.044,0
28725.146,0
28764.4,0
28806.105,0
28844.69,0
28886.347999999998,0
28926.066,0
28967.806,0
29011.198,0
29053.332,0
29099.171,0
29140.015,0
29181.334,0
29222.276,0
29265.6,0
29308.153,0
29350.379,0
29391.389,0
29430.56,0
29469.167,0
29507.766,0
29548.844,0
29590.222999999998,0
29631.926,0
29672.532,0
29711.904,0
29753.17,1
29791.995,0
29833.912,0
29872.914,0
29914.55,1
29953.984,1
29996.953,0
30037.651,0
30079.005,0
30122.726,0
30161.348,0
30201.698,1
30241.141,0
30280.998,0
30321.03,0
30359.193,0
30400.497,0
30438.293,0
30477.351,1
30516.86,0
30555.78,0
30596.597,0
30640.759,0
30682.796,0
30722.077,0
30761.961,0
30803.133,0
30843.945,0
30885.466,0
30925.074,0
30964.875,1
31003.893,1
31043.525,1
31085.632,1
31127.225,1
31166.162,0
31207.658,0
31248.604,0
31287.588,1
31327.776,0
31369.809,1
31408.883,1
31448.392,1
31489.128,1
31527.878,0
31569.294,1
31611.674,1
31652.396,0
31691.694,1
31731.708,0
31771.009,0
31809.209,1
31848.564,0
31887.659,0
31926.626,1
31966.644,1
32007.904,1
32048.668,1
32091.661,0
32132.446,0
32172.491,0
32214.813,0
32259.377,0
32300.451,0
32342.995,0
32381.942,0
32425.864,0
32464.041,0
32503.675,0
32541.993,0
32581.134,1
32621.706,0
32661.788,0
32700.129,0
32740.588,0
32780.796,0
32823.501,0
32865.347,0
32906.558,0
32945.027,0
32984.402,0
33024.264,0
33065.875,0
33109.425,0
33150.26,0
33190.588,0
33231.148,1
33272.278,0
33313.222,0
33355.5,0
33395.597,0
33434.897,0
33476.465,0
33515.988,0
33558.698,0
33602.949,0
33645.974,0
33688.214,0
33729.919,0
33771.365,0
33811.316,0
33854.277,0
33894.329,1
33933.773,0
33976.739,0
34014.891,0
34055.085,0
34095.724,0
34136.869,0
34175.931,0
34214.443,0
34254.059,0
34296.489,0
34337.015,0
34376.47,1
34416.05,0
34456.24,0
34495.554,1
34533.812,1
34573.373,0
34615.321,0
34655.736,0
34697.519,0
34735.434,0
34777.663,0
34817.942,0
34857.864,0
34898.775,0
34938.445,0
34979.476,1
35018.685,0
35059.65,1
35103.317,0
35143.379,0
35183.75,1
35222.97,0
35263.375,0
35304.68,0
35345.545,0
35383.416,0
35423.695,0
35463.618,0
35504.46,0
35546.054,0
35587.685,0
35630.914,0
35669.58,0
35708.636,0
35747.294,0
35784.718,0
35826.505,0
35864.916,1
35903.761,0
35942.326,0
35983.522,0
36021.19,0
36060.902,0
36102.526,0
36144.843,0
36186.163,0
36224.835,0
36264.986,0
36303.679,1
36343.138,1
36382.665,0
36420.509,0
36459.127,0
36497.945,0
36537.698,0
36576.081,0
36619.147,0
36660.068,0
36699.558,0
36739.567,0
36778.371,0
36818.695,0
36858.906,0
36900.799,0
36941.749,0
36984.936,1
37026.58,0
37065.462,0
37107.869,0
37148.396,0
37187.997,0
37227.991,0
37269.038,0
37309.99,0
37347.757,1
37387.061,0
37426.954,0
37468.397,0
37508.257,0
37547.507,0
37589.139,0
37632.499,0
37673.683,1
37717.16,0
37757.269,0
37796.591,1
37837.871,0
37881.122,0
37922.193,0
37962.352,0
38003.258,0
38043.519,0
38083.213,0
38124.372,1
38165.35,0
38206.376,0
38248.343,0
38290.288,0
38331.22,0
38372.086,0
38413.881,0
38454.957,0
38497.117,0
38537.363,0
38576.484,0
38618.006,0
38657.361,0
38697.601,0
38737.647,0
38776.534,0
38817.112,0
38857.552,1
38899.208,0
38939.958,0
38983.151,0
39024.649,0
39064.13,0
39107.257,0
39148.964,0
39193.174,0
39234.471,0
39278.076,0
39319.805,0
39359.72,0
39400.328,0
39440.006,0
39483.821,0
39524.096,0
39565.027,0
39607.968,0
39650.939,0
39690.594,0
39734.332,0
39776.261,0
39816.346,0
39858.243,0
39897.622,0
39943.334,0
39986.216,0
40027.3,0
40067.852,0
40111.891,0
40153.546,0
40192.61,0
40234.07,0
40274.608,0
40313.898,0
40354.493,0
40395.239,0
40436.295,0
40476.726,0
40515.677,0
40557.471,0
40598.645,0
40639.943,0
40680.148,0
40723.306,0
40764.542,0
40806.135,0
40846.548,0
40887.624,0
40932.359,0
40976.363,0
41016.959,0
41056.857,0
41096.646,0
41137.755,0
41177.359,0
41216.622,0
41258.292,0
41298.961,0
41339.694,0
41380.049,0
41421.697,0
41462.646,0
41503.103,0
41543.983,0
41584.944,0
41629.5,0
41670.687,0
41723.207,0
41762.098,0
41803.057,0
41844.97,0
41886.037,0
41928.451,0
41969.812,0
42010.226,0
42053.505,0
42093.948,0
42141.787,0
42186.242,0
42228.501,0
42268.51,0
42311.78,0
42351.441,0
42390.987,0
42431.052,0
42474.278,0
42518.885,0
42562.363,0
42604.719,0
42646.585,0
42687.58,0
42729.971,0
42771.223,1
42811.035,1
42851.094,0
42891.764,0
42933.264,0
42978.701,0
43021.06,0
43060.854,0
43101.874,0
43143.788,0
43183.503,0
43224.054,0
43265.093,0
43307.309,0
43346.839,0
43392.816,0
43433.016,0
43474.186,0
43516.983,0
43559.325,0
43597.587,0
43641.469,0
43686.252,0
43728.031,0
43769.968,0
43811.171,0
43854.326,0
43897.199,0
43938.691,0
43981.812,0
44023.04,0
44067.306,0
44112.189,0
44154.986,0
44194.79,0
44237.596,0
44278.665,0
44320.101,0
44360.934,0
44403.95,0
44443.192,0
44482.964,0
44524.981,0
44568.899,0
44614.575,0
44657.129,0
44698.005,0
44742.051,0
44783.12,0
44825.652,0
44868.998,0
44909.421,0
44950.218,0
44996.783,0
45037.327,0
45077.807,0
45119.814,0
45161.522,0
45201.758,0
45243.863,0
45286.646,0
45327.11,0
45369.208,0
45410.295,0
45449.929,1
45491.284,1
45532.36,0
45574.456,0
45617.372,0
45659.266,0
45699.657,0
45743.381,0
45786.045,0
45828.096,0
45870.952,1
45911.647,1
45953.551,0
45994.036,0
46036.542,0
46077.073,0
46119.988,0
46161.608,0
46203.165,0
46243.356,0
46285.06,0
46326.445,0
46367.608,0
46406.887,0
46449.729,0
46491.393,0
46531.711,0
46572.4,0
46613.988,0
46661.311,0
46702.307,0
46743.689,0
46783.533,0
46826.094,0
46867.114,0
46909.56,0
46952.029,0
46995.063,0
47035.57,0
47075.635,0
47119.131,0
47160.228,0
47202.702,0
47242.293,0
47288.848,0
47330.302,0
47374.159,0
47413.697,0
47455.139,0
47499.666,0
47538.577,0
47581.029,0
47624.769,0
47667.952,0
47708.645,0
47751.809,0
47792.668,0
47833.784,0
47880.954,0
47921.425,0
47961.919,0
48005.515,0
48047.028,0
48089.547,0
48133.271,0
48175.286,0
48217.147,0
48256.953,0
48298.664,0
48345.01,0
48386.07,0
48426.255,0
48470.965,0
48515.312,0
48556.088,0
48598.068,0
48642.167,0
48683.571,0
48725.244,0
48765.752,0
48806.127,0
48848.277,0
48888.032,0
48929.958,0
48973.7,0
49013.312,0
49054.064,0
49095.572,0
49142.256,0
49182.005,0
49221.786,0
49263.817,0
49304.367,0
49345.643,0
49389.008,0
49433.794,0
49475.986,0
49517.538,0
49559.29,0
49602.954,0
49645.781,0
49687.146,0
49728.119,0
49773.217,0
49815.551,0
49856.141,0
49897.613,0
49938.727,0
49981.274,0
50032.798,0
50074.689,0
50117.244,0
50159.414,0
50201.463,0
50244.06,0
50287.362,0
50330.665,0
50372.349,0
50412.344,0
50452.853,0
50493.147,0
50534.231,0
50574.775,0
50615.819,0
50658.053,0
50703.569,0
50746.9,0
50788.947,0
50831.265,0
50873.887,0
50915.219,0
50959.361,0
51000.671,0
51041.877,0
51081.685,0
51124.969,0
51167.677,0
51210.278,0
51250.156,0
51289.028,0
51332.381,0
51372.828,0
51412.996,0
51453.664,0
51500.962,0
51547.448,0
51592.701,0
51639.837,0
51683.442,0
51728.167,0
51774.97,0
51818.168,0
51862.685,0
51918.594,0
51963.421,0
52007.644,0
52052.178,0
52097.47,0
52146.663,0
52194.572,0
52240.829,0
52283.862,0
52333.045,0
52378.016,0
52425.502,0
52468.824,0
52513.907,0
52558.503,0
52602.346,0
52652.507,0
52698.689,0
52741.609,0
52786.219,0
52830.131,0
52876.79,0
52922.025,0
52966.549,0
53011.711,0
53058.746,0
53104.194,0
53151.314,0
53198.481,0
53246.428,0
53289.8,0
53334.717,0
53378.978,0
53423.4,0
53466.853,0
53513.563,0
53562.004,0
53605.804,0
53653.185,0
53701.435,0
53745.291,0
53790.311,0
53836.753,0
53879.743,0
53922.065,0
53968.44,0
54011.837,0
54059.143,0
54102.109,0
54149.993,0
54196.334,0
54241.913,0
54286.531,0
54330.43,0
54372.58,0
54419.116,0
54467.747,0
54512.965,0
54560.422,0
54605.295,0
54653.067,0
54709.807,0
54752.843,0
54795.968,0
54841.286,0
54884.946,0
54930.24,0
54976.538,0
55020.949,0
55067.668,0
55117.528,0
55163.223,0
55208.909,0
55251.96,0
55297.21,0
55340.012,0
55386.932,0
55431.091,0
55473.983,0
55520.243,0
55567.161,0
55610.017,0
55655.525,0
55699.295,0
55743.323,0
55785.926,0
55830.155,0
55873.495,0
55916.751,0
55963.286,0
56007.011,0
56052.624,0
56094.522,0
56142.286,0
56193.392,0
56248.839,0
56294.644,0
56339.535,0
56384.308,0
56427.482,0
56471.745,0
56516.002,0
56558.522,0
56601.808,0
56648.394,0
56695.567,0
56739.177,0
56786.029,0
56829.103,0
56873.53,0
56917.164,0
56962.311,0
57007.658,0
57052.403,0
57097.099,0
57144.523,0
57192.362,0
57239.278,0
57284.247,0
57330.676,0
57372.442,0
57417.242,0
57462.705,0
57505.883,0
57547.824,0
57594.29,0
57643.061,0
57686.494,0
57731.294,0
57777.876,0
57823.717,0
57873.807,0
57921.761,0
57968.747,0
58014.275,0
58058.087,0
58103.249,0
58152.505,0
58195.165,0
58239.259,0
58284.296,0
58331.497,0
58375.13,0
58418.775,0
58461.96,0
58506.331,0
58552.738,0
58602.978,0
58649.119,0
58695.867,0
58742.203,0
58785.888,0
58832.802,0
58879.203,0
58924.353,0
58967.871,0
59014.826,0
59058.673,0
59102.779,0
59150.348,0
59193.502,0
59238.687,0
59284.03,0
59334.803,0
59377.615,0
59428.533,0
59472.698,0
59515.247,0
59559.592,0
59603.932,0
59653.349,0
59697.213,0
59743.723,0
59792.947,0
59838.49,0
59885.433,0
59928.557,0
59977.495,0
60024.002,0
60067.879,0
60112.7,0
60160.916,0
60204.937,0
60250.102,0
60299.797,0
60347.015,0
60389.279,0
60435.496,0
60478.651,0
60523.527,0
60566.9,0
60614.156,0
60667.233,0
60711.61,0
60759.998,0
60803.639,0
60851.051,0
60894.918,0
60938.085,0
60986.613,0
61029.041,0
61071.93,0
61116.078,0
61166.6,0
61208.777,0
61255.457,0
61301.619,0
61346.681,0
61390.583,0
61437.899,0
61485.18,0
61532.57,0
61574.637,0
61619.102,0
61663.255,0
61708.484,0
61751.678,0
61795.985,0
61841.921,0
61888.035,0
61931.714,0
61976.753,0
62020.816,0
62064.734,0
62109.923,0
62157.08,0
62202.13,0
62250.067,0
62295.255,0
62340.64,0
62385.12,0
62434.013,0
62479.053,0
62524.857,0
62568.257,0
62613.144,0
62661.948,0
62707.13,0
62753.82,0
62799.066,0
62846.221,0
62889.958,0
62933.876,0
62978.62,0
63024.833,0
63069.588,0
63112.464,0
63159.326,0
63205.207,0
63250.444,0
63295.255,0
63341.647,0
63387.964,0
63430.887,0
63474.801,0
63518.983,0
63561.6,0
63604.374,0
63653.99,0
63699.269,0
63745.685,0
63792.765,0
63842.372,0
63886.712,0
63938.244,0
63985.647,0
64027.878,0
64074.38,0
64120.045,0
64169.074,0
64216.32,0
64261.317,0
64305.68,0
64352.025,0
64395.771,0
64442.383,0
64488.321,0
64533.209,0
64577.163,0
64622.601,0
64670.157,0
64715.058,0
64760.73,0
64804.019,0
64851.604,0
64894.5,0
64940.143,0
64985.827,0
65031.086,0
65074.104,0
65118.54,0
65170.228,0
65212.079,0
65256.982,0
65305.113,0
65351.366,0
65398.076,0
65443.56,0
65485.964,0
65531.746,0
65576.833,0
65620.941,0
65666.42,0
65712.391,0
65755.614,0
65800.457,0
65845.957,0
65892.489,0
65938.199,0
65984.916,0
66031.202,0
66075.429,0
66119.784,0
66166.082,0
66210.5,0
66257.894,0
66302.982,0
66347.504,0
66391.471,0
66434.812,0
66479.211,0
66523.694,0
66568.57,0
66614.818,0
66665.317,0
66712.311,0
66757.784,0
66802.581,0
66847.094,0
66893.29,0
66941.117,0
66986.634,0
67032.441,0
67077.514,0
67120.858,0
67169.271,0
67212.381,0
67257.025,0
67299.671,0
67343.491,0
67389.741,0
67434.688,0
67479.267,0
67524.483,0
67568.671,0
67612.431,0
67663.631,0
67707.19,0
67752.826,0
67799.103,0
67841.431,0
67884.737,0
67930.252,0
67973.462,0
68019.658,0
68065.771,0
68110.115,0
68158.892,0
68203.726,0
68251.041,0
68298.097,0
68343.825,0
68387.946,0
68435.095,0
68480.214,0
68527.005,0
68569.663,0
68613.084,0
68659.684,0
68710.166,0
68764.061,0
68810.324,0
68857.693,0
68906.151,0
68951.831,1
68995.829,0
69041.431,0
69085.73,0
69133.39,0
69181.01,0
69227.783,0
69272.337,0
69317.809,0
69361.792,0
69425.21,0
69480.08,0
69523.824,1
69568.121,1
69611.256,0
69658.378,0
69708.513,0
69754.512,0
69799.192,0
69843.02,0
69888.121,0
69932.222,0
69976.544,0
70021.066,0
70065.352,0
70108.828,0
70154.471,0
70199.373,0
70245.206,0
70290.002,0
70332.676,0
70374.275,1
70422.733,1
70464.942,0
70509.311,0
70554.789,0
70597.82,0
70642.394,0
70688.614,0
70732.421,0
70778.053,0
70826.004,0
70870.269,0
70913.461,0
70955.379,0
71000.018,0
71045.79,0
71090.291,0
71134.063,0
71182.449,0
71226.076,0
71270.96,0
71316.053,0
71358.437,0
71403.51,0
71447.143,0
71492.329,0
71536.352,0
71581.045,0
71623.352,0
71668.848,0
71712.309,0
71756.375,0
71799.02,0
71842.404,0
71886.691,0
71929.381,0
71974.622,0
72017.655,0
72060.563,0
72107.166,0
72156.95,0
72201.616,0
72244.41,0
72293.261,0
72337.239,0
72380.988,0
72424.168,0
72466.719,0
72509.642,0
72550.923,0
72594.788,0
72637.633,0
72682.374,0
72726.017,0
72768.966,0
72812.554,0
72854.788,1
72899.603,0
72947.68,0
72991.652,0
73034.38,0
73078.329,0
73122.041,0
73167.608,0
73211.301,0
73252.774,0
73296.171,0
73338.807,0
73380.158,0
73423.761,0
73467.7,0
73509.185,0
73550.749,0
73593.784,0
73635.356,0
73679.149,0
73721.206,0
73765.143,0
73809.935,0
73853.01,0
73897.771,0
73939.978,0
73981.984,0
74024.329,0
74067.394,0
74110.081,0
74156.489,0
74205.006,0
74248.35,0
74296.545,0
74338.23,0
74380.443,0
74422.881,0
74464.901,0
74506.453,0
74553.598,0
74596.678,0
74637.241,0
74682.749,0
74728.239,0
74773.592,0
74816.038,0
74858.192,0
74899.1,0
74941.936,0
74986.209,0
75028.699,0
75073.46,0
75116.366,0
75163.115,0
75204.495,0
75246.561,0
75287.985,0
75331.55,0
75373.11,0
75414.826,0
75457.48,0
75500.24,0
75542.021,0
75583.109,1
75624.878,1
75673.038,0
75714.783,1
75758.388,0
75798.822,1
75841.601,1
75887.565,1
75939.133,1
75982.405,1
76022.705,1
76066.194,1
76106.879,1
76150.103,1
76194.266,1
76238.629,1
76278.797,1
76322.69,1
76365.249,1
76405.803,1
76446.137,1
76487.822,1
76527.729,1
76569.782,1
76610.892,1
76655.871,1
76697.635,1
76741.608,1
76784.334,1
76826.888,1
76867.852,1
76910.365,1
76953.282,1
76995.793,1
77038.828,1
77080.389,1
77120.949,1
77164.35,1
77206.679,1
77247.565,1
77291.58,1
77332.172,1
77372.239,1
77413.99,1
77455.638,1
77500.916,1
77541.596,1
77584.414,1
77627.399,1
77671.541,1
77714.96,1
77759.068,1
77803.027,1
77846.071,1
77887.7,1
77927.685,1
77972.77,1
78013.786,1
78054.635,1
78098.333,1
78140.717,1
78184.82,1
78225.975,1
78266.268,1
78313.421,1
78357.231,1
78399.548,1
78440.994,1
78482.405,1
78527.18,1
78570.948,1
78612.233,1
78657.377,1
78701.64,1
78743.712,1
78784.64,1
78826.322,1
78869.33,1
78912.603,1
78952.539,1
78996.717,1
79036.71,1
79078.5,1
79121.945,1
79166.484,1
79211.952,1
79259.46,1
79300.046,1
79340.25,1
79382.56,1
79424.016,1
79469.569,1
79513.572,1
79553.964,1
79598.341,1
79639.541,1
79685.872,1
79726.752,1
79768.575,1
79811.435,1
79854.864,1
79895.844,1
79938.231,1
79979.603,1
80024.609,1
80065.625,1
80106.326,1
80147.275,1
80191.314,1
80234.662,1
80276.428,1
80318.055,1
80361.842,1
80403.793,1
80445.415,1
80486.489,1
80527.485,1
80571.754,1
80612.308,1
80655.248,1
80700.368,1
80741.903,1
80782.703,1
80824.043,1
80865.773,1
80909.558,1
80950.469,1
80991.157,1
81031.394,1
81070.42,1
81111.767,1
81156.364,1
81202.335,1
81244.615,1
81289.073,1
81331.182,1
81370.972,1
81413.562,1
81452.942,1
81492.846,1
81533.782,1
81575.124,1
81616.122,1
81661.178,1
81703.92,1
81745.902,1
81788.114,1
81831.203,1
81873.812,1
81916.663,1
81957.165,1
81997.466,1
82041.157,1
82083.071,1
82123.112,1
82170.144,1
82211.916,1
82252.828,1
82297.834,1
82339.126,1
82383.067,1
82425.349,1
82464.978,1
82508.79,1
82550.687,1
82593.527,1
82633.401,1
82681.277,1
82723.076,1
82767.848,1
82809.805,1
82854.494,1
82894.833,1
82934.769,1
82976.633,1
83020.135,1
83064.636,1
83104.136,1
83144.994,1
83191.133,1
83232.693,1
83273.569,1
83318.424,1
83362.753,1
83404.831,1
83447.519,1
83489.053,1
83532.742,1
83575.74,1
83619.193,1
83664.271,1
83707.177,1
83750.603,1
83791.757,1
83833.985,1
83875.382,1
83918.126,1
83958.276,1
84002.486,1
84044.81,1
84088.423,1
84131.133,1
84177.036,1
84219.848,1
84261.72,1
84303.9,1
84349.697,1
84391.166,1
84434.44,1
84473.893,1
84518.267,1
84559.495,1
84601.585,1
84642.933,1
84690.881,1
84732.165,1
84775.66,1
84819.098,1
84859.014,1
84901.838,1
84943.209,1
84985.121,1
85027.067,1
85068.582,1
85113.512,1
85158.226,1
85202.351,1
85243.661,1
85283.592,1
85327.879,1
85370.261,1
85412.217,1
85456.897,1
85498.329,1
85541.058,1
85584.622,1
85626.555,1
85672.248,1
85715.912,1
85759.16,1
85802.542,1
85844.429,1
85888.404,1
85933.914,1
85975.581,1
86020.011,1
86061.649,1
86105.694,1
86148.841,1
86193.141,1
86235.211,1
86279.247,1
86320.454,1
86364.985,1
86408.949,1
86452.225,1
86494.181,1
86537.884,1
86581.059,1
86622.878,1
86669.88,1
86712.752,1
86757.157,1
86800.935,1
86844.438,1
86889.334,1
86942.131,1
86985.516,1
87026.263,1
87071.091,1
87112.48,1
87153.079,1
87202.483,1
87249.491,1
87291.131,0
87333.263,1
