2720,0.16666666666666669,-64.40758881790795
2820,0.06250000000000003,-64.40787620308322
2940,0.02380952380952383,-64.62563877169447
3080,0.0090909090909091,-65.24351112823858
4010,0.0034722222222222255,-64.96139088324595
4030,0.0013262599469496036,-64.74188643158082
4130,0.0005065856129685922,-64.35150428435013
4160,0.00019349845201238413,-64.00287626560345
4240,7.390983000739106e-05,-63.68085031632143
4390,2.8231042854723088e-05,-63.10700581146275
4470,1.0783298826777103e-05,-63.03148192014463
4570,4.118853640654738e-06,-62.725256195095895
4700,1.5732620960256274e-06,-62.69558179883339
4780,6.009326474688723e-07,-62.70340307034458
5030,2.2953584638359422e-07,-62.36392813449776
5390,8.767489168205517e-08,-62.26738458238552
5410,3.348882866257947e-08,-62.121583007113344
5500,1.2791594305683665e-08,-61.95187179272268
5840,4.8859542544715475e-09,-61.62775499442147
5950,1.866268457730978e-09,-61.31181559292709
5970,7.128511187213873e-10,-61.01583286773239
6060,2.7228489843318346e-10,-60.981181486204555
6190,1.0400357657816311e-10,-60.89054870981065
6320,3.9725831301305817e-11,-60.579087513086364
6350,1.517391732575436e-11,-60.296826937824584
6450,5.795920675957255e-12,-60.33113145255205
6550,2.2138447021174063e-12,-60.41267359750233
6600,8.456134303949629e-13,-60.556175183715254
6680,3.2299558906748244e-13,-60.282816163872404
7130,1.2337333680748432e-13,-59.96442707409103
7150,4.712442135497058e-14,-59.710577126367056
7320,1.7999927257427388e-14,-59.734659707982026
7340,6.8753604173115846e-15,-59.56968149719275
7590,2.626153994507364e-15,-59.339487289513265
7720,1.0031015662105084e-15,-59.11343759415869
7920,3.8315070412416106e-16,-58.95292097290489
7950,1.4635054616197506e-16,-58.77532859691435
8060,5.590093436176398e-17,-58.639109258693004
8180,2.1352256923316934e-17,-58.52800487987977
8320,8.155836408186811e-18,-58.44617086408795
8440,3.1152523012435012e-18,-58.4642380420543
8570,1.189920495543691e-18,-58.35766495354289
8670,4.545091853875723e-19,-58.29468503431038
8700,1.7360706061902555e-19,-58.23380345671755
8720,6.631199646950441e-20,-58.21019053864722
8820,2.5328928789487653e-20,-58.29108585555836
8840,9.674789898958554e-21,-58.396732630807215
8940,3.695440907388007e-21,-58.46053171875428
9060,1.4115328232054663e-21,-58.235392317373226
9190,5.391575622283918e-22,-58.08623225187416
9220,2.059398634797092e-22,-58.06267528436963
9310,7.866202821073572e-23,-58.18125975807459
10060,3.0046221152497974e-23,-58.462000034839946
10280,1.1476635246758185e-23,-58.45084342128828
10840,4.3836845877765915e-24,-58.441539355889915
11280,1.674418516571586e-24,-58.3433777447612
11360,6.395709619381669e-25,-58.44251349850591
11380,2.442943692429144e-25,-58.45129416524292
11510,9.33121457905764e-26,-58.653093580509186
11610,3.5642068128814757e-26,-58.962229055055
11740,1.3614058595867875e-26,-59.27274483534492
11760,5.200107658788858e-27,-59.4463249625621
11860,1.9862643804987035e-27,-60.93013670419668
11890,7.586854827072508e-28,-61.442072543215566
11970,2.897920676230493e-28,-61.47530167575646
12500,1.1069072016189687e-28,-61.55624042092097
12520,4.228009286264135e-29,-61.7468550751338
12620,1.6149558426027156e-29,-61.85297745937956
12640,6.16858241544012e-30,-61.96815066166659
12760,0.6180339887498949,-62.01099303863893
12780,0.8541019662496845,-62.02807553596767
13830,0.9442719099991588,-62.032977736838674
13930,0.9787137637477918,-62.33245990441405
14060,0.9918693812442166,-62.57182244465921
14210,0.9968943799848582,-62.50875793414716
14310,0.9988137587103578,-62.81540041199196
14340,0.9995468961462152,-63.122629749046304
14440,0.6908099353533403,-63.08739011418476
14960,0.7868177521733848,-62.99935468198503
15060,0.9185716271283364,-63.216634506758396
15190,0.9688971292116244,-63.20337951877177
15310,0.9881197605065367,-63.076183856094055
15430,0.9954621523079858,-63.324520324583254
15790,0.9982666964174208,-63.564909401568194
15940,0.9993379369442768,-63.48608290169325
15960,0.9997471144154093,-63.386090018247266
16060,0.9999034063019513,-63.96903031863546
16090,0.9999631044904445,-64.5861201304622
