8630,0.0,-69.0
9160,0.0,-74.75
10060,0.0,-68.25
11080,0.0,-71.125
11590,0.0,-68.125
12500,0.0,-70.0
13020,0.0,-71.625
14010,0.0,-70.5
14480,0.0,-69.625
15120,0.0,-70.125
15920,0.0,-68.25
17440,0.0,-69.125
17950,0.0,-69.0
19120,0.0,-67.0
20040,0.0,-70.5
20580,0.0,-67.75
21370,0.05,-69.75
22450,0.1111111111111111,-65.25
23800,0.058823529411764705,-71.875
24860,0.0,-63.5
25970,0.0,-66.625
26750,0.0,-68.25
27440,0.0,-71.375
28730,0.0,-68.5
29800,0.0,-69.0
31620,0.0,-69.25
33550,0.0,-70.625
34550,0.0,-65.625
35240,0.0,-68.375
36230,0.0,-67.375
37370,0.0,-68.875
38370,0.0,-64.75
38960,0.0,-64.375
39480,0.0,-65.5
40000,0.0,-68.375
40580,0.0,-63.375
41000,0.09090909090909091,-63.125
41480,0.16666666666666666,-65.5
42050,0.35714285714285715,-65.375
42830,0.3157894736842105,-63.75
43230,0.0,-66.125
43940,0.2777777777777778,-65.75
44870,0.4782608695652174,-64.75
45870,0.2,-67.625
46560,0.29411764705882354,-67.25
47740,0.9666666666666667,-67.875
48240,1.0,-66.5
48740,1.0,-61.5
50360,1.0,-68.375
51400,1.0,-64.25
53590,1.0,-66.375
54880,0.84375,-71.75
57010,0.6415094339622641,-66.5
57660,0.8823529411764706,-63.0
58640,1.0,-64.75
60830,0.7272727272727273,-69.0
