timestmp,detection
14208.633,0
14230.148,0
14251.983,0
14272.86,0
14292.818,0
14312.577,0
14331.605,0
14352.433,0
14373.997,0
14395.491,0
14415.247,0
14435.123,0
14456.757,0
14477.072,0
14497.644,0
14518.654,0
14537.573,0
14557.446,0
14578.964,0
14602.939,0
14624.119,0
14645.071,0
14668.794,0
14689.006,0
14707.506,0
14727.764,0
14747.655999999999,0
14766.51,0
14786.287,0
14806.442,0
14825.149,0
14843.522,0
14863.071,0
14883.544,0
14903.517,0
14922.033,0
14942.731,0
14961.825,0
14982.748,0
15002.134,0
15021.028,0
15042.043,0
15064.24,0
15084.257,0
15103.964,0
15124.433,0
15144.27,0
15167.196,0
15188.614,0
15209.571,0
15231.907,0
15255.305,0
15274.545,0
15293.633,0
15313.855,0
15334.809,0
15357.258,0
15381.098,0
15401.954,0
15423.51,0
15443.18,0
15465.013,0
15486.896,0
15508.591,0
15527.838,0
15548.232,0
15571.972,0
15594.532,0
15614.743,0
15636.584,0
15660.85,0
15684.428,0
15709.527,0
15734.977,0
15757.77,0
15778.048999999999,0
15799.832,0
15834.892,0
15863.564,0
15899.655999999999,0
15940.231,0
15987.751,0
16021.749,0
16062.28,0
16104.375,0
16157.077,0
16182.049,0
16228.059,0
16260.41,0
16298.88,0
16343.399,0
16376.042,0
16426.479,0
16461.551,0
16505.152,0
16548.343,0
16583.59,0
16621.384,0
16666.276,0
16698.444,0
16740.575,0
16783.159,0
16824.07,0
16858.957,0
16901.774,0
16941.745,0
16978.812,0
17039.575,0
17066.707,0
17094.288,0
17148.653,0
17180.828,0
17229.2,0
17273.53,0
17304.713,0
17337.878,0
17380.038,0
17427.386,0
17458.359,0
17500.587,0
17548.205,0
17579.713,0
17628.088,0
17664.513,0
17702.227,0
17742.57,0
17775.039,0
17830.026,0
17861.495,0
17911.106,0
17944.806,0
17985.57,0
18025.209,0
18059.172,0
18103.21,0
18139.337,0
18174.833,0
18221.197,0
18270.128,0
18305.497,0
18345.15,0
18384.759,0
18425.014,0
18460.613,0
18505.596,0
18546.739,0
18587.64,0
18629.366,0
18664.67,0
18705.061,0
18741.516,0
18789.174,0
18826.053,0
18867.418,0
18901.258,0
18943.308,0
18991.456,0
19025.986,0
19072.517,0
19102.049,0
19141.114,0
19184.242,0
19227.319,0
19264.33,0
19301.605,0
19341.833,0
19379.834,0
19427.626,0
19460.461,0
19503.472,0
19545.578,0
19588.792,0
19631.579,0
19667.994,0
19702.705,0
19744.888,0
19784.056,0
19828.243,0
19864.449,0
19909.623,0
19947.776,0
19980.342,0
20025.187,0
20064.124,0
20097.839,0
20159.478,0
20192.58,0
20236.812,0
20267.363,0
20299.754,0
20346.899,0
20385.232,0
20426.351,0
20466.518,0
20502.344,0
20554.722999999998,0
20594.864,0
20628.148,0
20682.146,0
20707.465,0
20746.515,0
20784.248,0
20825.062,0
20871.318,0
20910.427,0
20946.785,0
20988.647,0
21034.595,0
21067.509,0
21107.212,0
21147.923,0
21187.376,0
21232.81,0
21265.564,0
21312.196,0
21356.066,1
21386.992,0
21428.173,0
21466.591,0
21510.088,1
21546.007,0
21587.937,0
21630.89,0
21676.055,0
21707.502,0
21750.172,0
21791.606,0
21826.9,0
21871.408,0
21908.495,0
21945.163,0
21985.002,0
22029.786,0
22066.693,0
22115.263,0
22146.989,1
22185.154,0
22235.793,0
22266.873,1
22310.725,0
22352.176,0
22387.344,0
22432.581,0
22467.181,0
22500.394,0
22546.222999999998,0
22584.885,0
22626.232,0
22664.931,1
22724.015,0
22748.91,1
22779.769,0
22823.836,0
22877.601,0
22910.014,0
22949.222,0
22983.331,0
23030.434,0
23071.113,0
23118.066,0
23147.083,0
23185.189,0
23224.442,0
23263.502,0
23305.008,0
23355.11,0
23388.628,0
23438.898,0
23479.236,0
23510.375,0
23544.81,0
23589.386,0
23627.252,0
23666.807,0
23714.369,0
23751.263,0
23786.609,0
23828.584,0
23870.79,0
23904.187,0
23951.734,0
23979.953,0
24030.2,0
24075.145,0
24106.731,0
24151.948,0
24186.891,0
24232.051,0
24264.152,0
24306.968,0
24348.789,0
24391.588,0
24433.586,0
24470.854,0
24515.57,0
24562.011,0
24589.607,0
24636.252,0
24671.493,0
24705.398,0
24745.327,0
24801.228,0
24830.834,0
24870.766,0
24910.159,0
24944.546,0
24989.521,0
25031.547,0
25068.366,0
25109.978,0
25148.277,0
25194.276,0
25234.298,0
25267.162,0
25304.822,0
25344.511,0
25386.221,0
25428.065,0
25473.323,0
25515.439,0
25549.704,0
25588.398,0
25628.424,0
25671.693,0
25708.748,0
25756.559,0
25790.409,0
25833.847,0
25879.108,0
25908.608,0
25949.11,0
26000.919,0
26047.207,0
26072.116,0
26114.101,0
26146.099,0
26194.624,0
26240.637,0
26269.674,0
26313.351,0
26353.871,0
26388.368,0
26434.846,0
26472.065,0
26507.906,0
26549.944,0
26595.491,0
26628.339,0
26671.678,0
26713.35,0
26748.326,0
26791.315,0
26829.09,0
26877.561,0
26906.43,0
26964.52,0
26998.407,0
27026.916,0
27066.983,0
27110.743,0
27154.288,0
27194.919,0
27233.219,0
27280.778,0
27315.595,0
27346.599,0
27391.685,0
27432.079,0
27474.384,0
27513.604,0
27556.106,0
27583.62,0
27633.546,0
27686.571,0
27711.703,0
27763.37,0
27786.829,0
27834.513,0
27869.527000000002,0
27918.612,0
27951.627,0
27988.409,0
28029.172,0
28078.269,0
28104.735,0
28154.543,0
28191.989,0
28228.253,0
28282.84,0
28311.026,0
28353.116,0
28387.523,0
28432.282,0
28470.625,0
28508.678,0
28550.026,0
28589.195,0
28644.162,0
28669.62,0
28722.48,0
28753.132,0
28798.899,0
28837.198,0
28870.1,0
28902.801,0
28949.212,0
28996.722999999998,0
29030.99,0
29073.286,0
29109.381,0
29152.101,0
29187.586,0
29233.527,0
29270.624,0
29310.726,0
29352.169,0
29396.474,0
29427.065,0
29473.555,0
29514.792,0
29550.591,0
29605.015,0
29638.429,0
29673.203,0
29712.027000000002,0
29757.195,0
29792.201,0
29836.351,0
29870.853,0
29915.504,0
29952.487,0
29996.427,0
30031.096,0
30075.988,0
30117.255,0
30156.197,0
30190.399,0
30231.829,0
30276.84,0
30319.176,0
30353.634,0
30392.801,0
30437.007,0
30481.317,0
30512.475,0
30556.823,0
30591.343,0
30630.07,0
30669.747,0
30715.165,0
30748.812,0
30789.484,0
30835.884,0
30878.867,0
30913.979,0
30959.324,0
30990.838,0
31042.276,0
31075.392,0
31118.52,0
31161.874,0
31200.55,0
31227.428,0
31274.936,0
31314.332,0
31354.343,0
31393.262,0
31438.413,0
31467.189,0
31511.778,0
31550.745,0
31592.443,0
31637.187,0
31672.474,0
31716.437,0
31759.412,0
31791.667,0
31831.168,0
31875.686,0
31920.934,0
31952.336,0
32001.896,0
32034.104,0
32072.786,0
32121.132,0
32155.343,0
32186.705,0
32235.751,0
32274.454,0
32321.733,0
32356.148,0
32389.281,0
32440.875,0
32473.385,0
32511.451,0
32551.099,0
32592.196,0
32630.024,0
32678.725,0
32718.16,0
32763.408,0
32791.515,0
32839.449,0
32875.808,0
32920.698,0
32960.918,0
32993.188,0
33032.428,0
33072.461,0
33120.881,0
33155.563,0
33200.905,0
33237.994,0
33269.618,0
33313.298,0
33360.616,0
33394.188,0
33449.468,0
33475.326,0
33511.848,0
33556.207,0
33604.43,0
33638.483,0
33675.567,0
33715.708,0
33750.423,0
33797.638,0
33833.822,0
33869.733,0
33916.503,0
33950.213,0
33999.268,0
34041.055,0
34071.647,0
34126.725,0
34160.672,0
34192.778,0
34232.588,0
34269.838,0
34317.78,0
34352.886,0
34391.568,0
34436.905,0
34468.338,0
34508.793,0
34554.679,0
34596.19,0
34634.396,0
34670.512,0
34715.819,0
34753.371,0
34790.087,0
34833.291,0
34876.154,0
34916.745,0
34967.513,0
34998.402,0
35034.253,0
35072.958,0
35121.534,0
35154.74,0
35201.604,0
35235.986,0
35276.601,0
35314.252,0
35357.519,0
35387.207,0
35435.681,0
35473.782,0
35518.82,0
35550.825,0
35595.039,0
35641.944,0
35680.828,0
35710.264,0
35762.718,0
35789.407,0
35839.004,0
35875.629,0
35911.396,0
35955.723,0
35997.684,0
36039.811,0
36082.346,0
36122.026,0
36158.961,0
36194.476,0
36237.028,0
36275.191,0
36321.367,0
36358.984,0
36394.754,0
36439.206,0
36471.912,0
36515.052,0
36559.463,0
36598.011,0
36636.845,0
36673.582,0
36722.107,0
36753.003,0
36794.88,0
36838.718,0
36877.53,0
36914.338,0
36962.799,0
36995.586,0
37041.904,0
37071.821,0
37125.003,0
37174.091,0
37201.265,0
37238.579,0
37286.432,0
37316.19,0
37367.597,0
37393.062,0
37442.634,0
37476.815,0
37522.432,0
37555.691,0
37594.852,0
37640.84,0
37677.574,0
37712.933,0
37760.429,0
37797.825,0
37843.339,0
37879.151,0
37913.521,0
37956.578,0
38004.232,0
38040.784,0
38076.704,0
38118.08,0
38155.098,0
38192.441,0
38238.693,0
38273.71,0
38322.414,0
38362.543,0
38396.26,0
38438.527,0
38471.025,0
38515.323,0
38573.71,0
38603.588,0
38637.935,0
38680.786,0
38711.827,0
38758.246,0
38798.01,0
38836.676,0
38872.867,0
38914.659,0
38960.263,0
38997.302,0
39037.379,0
39074.758,0
39118.309,0
39152.806,0
39191.257,0
39236.911,0
39274.169,0
39311.983,0
39366.329,0
39395.419,0
39443.131,0
39471.062,0
39512.712,0
39563.398,0
39593.947,0
39636.805,0
39683.589,0
39714.557,0
39755.979,0
39795.291,0
39845.83,0
39871.674,0
39915.892,0
39953.113,0
40004.036,0
40036.365,0
40084.438,0
40116.53,0
40173.072,0
40204.266,0
40236.597,0
40276.801,0
40313.811,0
40363.313,0
40413.482,0
40443.15,0
40476.331,0
40522.435,0
40564.672,0
40599.641,1
40635.791,0
40684.154,0
40714.406,0
40762.486,0
40791.983,0
40835.849,0
40872.011,0
40921.797,0
40956.785,0
40998.026,0
41046.858,0
41075.673,0
41116.648,0
41155.514,0
41195.828,0
41237.867,0
41280.288,0
41314.951,1
41382.628,0
41405.24,0
41439.274,1
41473.176,0
41519.523,0
41560.999,0
41594.918,0
41637.711,0
41673.897,0
41719.322,0
41768.336,0
41794.69,0
41842.436,1
41876.579,1
41912.068,1
41963.418,0
42006.35,1
42042.327,1
42076.856,1
42126.712,0
42152.963,1
42203.76,0
42239.972,1
42273.406,0
42313.563,1
42359.671,0
42399.427,1
42441.981,0
42482.162,0
42521.961,0
42565.523,0
42596.82,1
42639.698,0
42683.759,0
42717.316,0
42759.787,0
42807.024,0
42838.696,0
42883.519,0
42918.689,0
42964.789,0
42997.431,0
43036.343,0
43083.758,0
43121.84,0
43156.817,0
43197.223,0
43237.04,0
43285.137,0
43320.121,0
43366.756,0
43398.876,0
43446.839,0
43482.997,0
43525.549,0
43558.005,0
43599.096,1
43637.681,1
43673.58,0
43730.784,0
43756.031,1
43799.029,1
43840.026,1
43872.496,0
43922.302,0
43959.2,0
44003.134,1
44039.772,1
44087.304,1
44123.246,0
44160.676,1
44199.997,1
44235.485,1
44274.511,1
44314.19,1
44363.728,1
44405.284,1
44444.632,0
44482.347,0
44512.515,1
44562.691,0
44602.875,0
44638.304,0
44674.301,0
44717.192,0
44759.964,0
44802.107,0
44851.283,0
44881.723,0
44913.39,0
44966.957,0
45002.559,0
45042.855,0
45077.1,1
45122.452,0
45161.455,1
45197.005,0
45241.37,0
45279.695,1
45318.806,0
45366.907,0
45398.019,0
45442.177,0
45482.884,0
45518.713,0
45558.956,0
45602.533,0
45645.052,1
45676.079,0
45724.894,0
45761.859,0
45795.642,0
45841.568,1
45883.928,0
45925.325,0
45972.365,0
46006.329,0
46039.466,0
46077.017,0
46116.036,0
46164.675,0
46202.536,0
46239.431,0
46287.274,1
46320.363,1
46364.126,1
46398.71,1
46442.062,1
46474.714,0
46521.052,0
46566.897,0
46596.528,1
46647.83,1
46678.106,1
46716.242,1
46760.252,1
46798.633,1
46841.489,1
46881.344,1
46934.946,1
46967.819,1
47000.829,1
47042.788,1
47096.348,1
47127.844,1
47162.474,1
47198.191,1
47244.964,1
47286.148,1
47325.695,1
47371.576,1
47399.201,1
47444.304,1
47482.611,1
47520.546,1
47562.116,1
47596.587,1
47639.339,1
47682.638,1
47720.37,1
47765.365,1
47796.982,1
47840.536,1
47883.728,1
47915.681,1
47966.631,1
48000.497,1
48045.318,1
48079.653,1
48115.94,1
48168.142,1
48199.856,1
48244.199,1
48286.24,1
48323.185,1
48367.551,1
48403.652,1
48441.882,1
48483.982,1
48528.365,1
48563.102,1
48606.019,1
48655.032,1
48680.944,1
48715.868,1
48761.355,1
48796.699,1
48841.621,1
48885.879,1
48917.15,1
48964.037,1
49001.047,1
49044.498,1
49079.166,1
49122.709,1
49156.624,1
49202.842,1
49247.672,1
49287.322,1
49325.109,1
49361.712,1
49400.847,1
49449.646,1
49479.859,1
49526.272,1
49566.983,1
49607.921,1
49644.404,1
49696.454,1
49730.283,1
49763.004,1
49796.348,1
49848.725,1
49882.781,1
49932.65,1
49972.066,1
50005.04,1
50040.735,1
50085.905,1
50122.183,1
50173.559,1
50200.387,1
50251.847,1
50281.119,1
50323.736,1
50360.508,1
50409.194,1
50444.558,1
50482.326,1
50516.801,1
50568.389,1
50607.036,1
50645.747,1
50693.645,1
50724.548,1
50767.058,1
50813.652,1
50848.224,1
50884.346,1
50920.96,1
50970.475,1
51002.475,1
51045.654,1
51081.512,1
51129.169,1
51166.869,1
51206.624,1
51247.337,1
51290.947,1
51322.562,1
51371.314,1
51402.443,1
51443.159,1
51480.795,1
51529.291,1
51568.004,1
51604.401,1
51648.179,1
51680.603,1
51724.92,1
51763.704,1
51804.818,1
51856.356,1
51885.615,1
51920.792,1
51966.513,1
52004.677,1
52054.287,1
52089.58,1
52117.237,1
52164.141,1
52205.385,1
52254.887,1
52286.657,1
52318.688,1
52364.404,1
52412.876,1
52446.43,1
52484.794,1
52535.01,1
52568.892,1
52600.519,1
52640.799,1
52684.573,1
52717.919,1
52768.925,1
52807.515,1
52842.504,1
52894.592,1
52923.195,1
52962.312,1
53014.799,1
53047.48,1
53086.127,1
53129.483,1
53171.001,1
53206.602,1
53237.75,1
53299.313,1
53328.982,1
53369.747,1
53410.324,1
53447.232,1
53485.729,1
53533.167,1
53567.585,1
53603.875,1
53649.321,0
53686.232,0
53725.69,0
53765.938,1
53799.976,1
53843.637,1
53883.759,1
53927.338,1
53970.787,1
54007.717,1
54054.21,1
54097.65,1
54125.886,1
54171.458,1
54210.637,1
54241.711,1
54283.378,1
54322.722,1
54372.203,0
54410.844,1
54442.861,1
54488.368,1
54522.097,1
54570.48,1
54604.473,1
54652.524,1
54689.892,0
54726.232,1
54768.126,1
54806.476,1
54842.833,1
54892.841,1
54928.233,0
54967.965,1
55000.658,1
55046.24,1
55084.792,1
55137.29,1
55165.919,0
55208.031,1
55247.081,0
55287.379,1
55322.803,1
55366.904,1
55403.78,1
55446.56,1
55480.476,1
55525.542,1
55563.993,1
55614.697,1
55650.651,1
55685.869,1
55723.073,1
55780.238,1
55805.951,1
55850.573,1
55888.432,1
55941.601,0
55968.848,1
56012.614,0
56058.987,0
56084.589,0
56128.296,1
56169.288,1
56209.041,1
56247.161,1
56293.08,1
56337.271,1
56357.776,1
56407.983,1
56442.978,1
56491.637,1
56525.084,0
56569.265,0
56616.988,0
56652.6,0
56686.047,0
56722.297,0
56767.223,0
56812.57,0
56854.285,0
56886.236,0
56924.289,0
56973.939,0
57013.705,0
57062.187,0
57092.017,1
57132.695,1
57176.078,1
57208.48,1
57259.474,1
57286.326,1
57326.538,1
57368.113,1
57414.137,1
57447.727,1
57488.999,1
57526.837,1
57575.139,1
57607.099,1
57648.922,1
57684.319,1
57727.817,1
57775.61,1
57803.801,1
57848.404,1
57886.783,1
57937.774,1
57966.377,1
58005.816,1
58053.198,1
58094.89,1
58126.912,1
58175.106,1
58213.716,1
58249.926,1
58282.046,1
58334.412,1
58369.363,1
58408.009,1
58451.258,1
58484.71,1
58527.696,1
58565.156,1
58609.487,1
58655.019,1
58688.461,1
58725.194,1
58763.785,1
58808.027,1
58858.685,1
58887.707,1
58935.726,1
58974.56,1
59006.307,1
59044.565,1
59100.856,1
59123.654,1
59172.791,1
59203.703,1
59261.801,1
59283.916,1
59325.253,1
59381.719,1
59408.181,1
59451.134,1
59485.489,1
59534.028,1
59570.501,1
59609.046,1
59644.547,1
59690.101,1
59729.945,1
59772.562,1
59804.229,1
59848.08,1
59889.585,1
59929.143,1
59973.936,1
60018.115,1
60053.478,1
60094.443,1
60130.2,0
60171.54,1
60212.844,0
60254.825,0
60287.066,0
60329.694,0
60366.815,0
60408.972,0
60452.43,1
60489.268,0
60529.356,1
60565.246,0
60619.521,0
60656.162,0
60694.838,0
60734.308,0
60775.622,0
60811.195,0
60851.946,0
60892.871,1
60925.874,0
60972.561,0
61019.689,1
61054.137,1
61088.779,1
61133.993,0
61183.408,0
61213.259,1
61248.724,1
61294.593,1
61328.203,1
61368.322,1
61414.074,0
61454.706,1
61493.941,1
61533.908,1
61569.729,0
61608.338,1
61648.749,0
61690.463,0
61736.291,0
61774.098,1
61819.071,0
61847.237,0
61895.817,0
61925.47,0
61974.636,0
62010.646,0
62051.802,1
62091.27,0
62135.215,1
62176.868,1
62212.265,1
62250.696,1
62289.544,1
62326.301,1
62373.721,0
62420.5,0
62453.939,1
62500.413,1
62532.929,1
62569.673,1
62610.406,1
62641.887,1
62691.233,1
62740.018,1
62771.484,1
62820.572,0
62860.897,1
62899.143,1
62935.091,0
62976.379,1
63011.627,0
63052.311,0
63096.171,0
63133.728,1
63168.421,0
63218.103,1
63255.529,1
63296.378,1
63328.065,0
63376.777,0
63406.275,1
63447.235,1
63492.071,1
63537.698,1
63572.822,1
63611.04,1
63657.615,1
63684.923,0
63736.234,0
63778.859,1
63806.533,1
63855.665,0
63896.971,0
63935.301,0
63973.804,0
64012.923,0
64048.993,0
64095.6,0
64129.353,0
64176.402,0
64211.172,0
64248.905,0
64288.182,0
64338.913,0
64374.384,0
64422.162,0
64446.923,0
64496.663,0
64532.958,0
64578.831,0
64613.854,0
64656.967,0
64697.701,0
64740.849,0
64778.789,0
64813.594,0
64853.258,0
64895.951,0
64930.547,0
64979.263,0
65013.712,0
65051.134,0
65093.597,0
65137.634,0
65173.242,0
65216.037,0
65256.252,0
65297.32,0
65329.802,0
65369.748,0
65408.388,0
65453.907,0
65489.21,0
65531.181,0
65574.948,0
65607.471,0
65645.811,0
65691.64,0
65735.287,0
65781.866,0
65814.931,0
65856.54,0
65897.553,0
65939.37,0
65972.844,0
66009.079,0
66049.629,0
66097.13,0
66131.186,0
66179.98,0
66214.561,0
66256.145,0
66296.695,0
66337.443,0
66371.709,0
66413.961,0
66449.508,0
66497.164,0
66528.808,0
66595.638,0
66615.326,0
66656.59,0
66690.201,0
66736.663,0
66779.772,0
66808.36,0
66880.802,0
66904.835,0
66945.224,0
66982.107,0
67012.391,0
67049.98,0
67104.223,0
67142.078,0
67177.801,0
67208.577,0
67253.954,0
67292.442,0
67332.031,0
67383.395,0
67413.284,0
67454.327,0
67494.4,0
67529.176,0
67571.927,0
67615.223,0
67668.326,0
67693.37,0
67731.139,0
67774.18,0
67813.649,0
67853.328,0
67892.778,0
67929.987,0
67976.636,0
68008.572,0
68059.192,0
68092.744,0
68136.476,0
68173.374,0
68218.69,0
68254.615,0
68294.066,0
68338.362,0
68376.79,0
68416.872,0
68454.845,0
68497.794,0
68541.115,0
68581.167,0
68616.132,0
68652.1,0
68695.42,0
68737.583,0
68782.82,0
68811.911,0
68852.379,0
68900.832,0
68943.058,0
68973.44,0
69012.403,0
69059.803,0
69094.738,0
69133.488,0
69180.736,0
69211.161,0
69254.465,0
69318.479,0
69343.504,0
69378.282,0
69417.84,0
69470.434,0
69495.379,0
69545.947,0
69580.706,0
69621.785,0
69652.482,0
69700.408,0
69731.985,0
69787.87,0
69818.146,0
69853.692,0
69894.973,0
69932.538,0
69982.503,0
70017.48,0
70062.758,0
70098.708,0
70130.046,0
70178.169,0
70216.361,0
70259.813,0
70297.626,0
70326.024,0
70378.19,0
70412.026,0
70451.477,0
70503.091,0
70538.387,0
70575.616,0
70616.7,0
70654.829,0
70695.245,0
70740.278,0
70779.871,0
70810.977,0
70858.865,0
70891.735,0
70936.474,0
70981.841,0
71016.925,0
71050.851,0
71091.604,0
71134.21,0
71175.985,0
71216.311,0
71256.019,0
71298.534,0
71339.547,0
71375.644,0
71410.809,0
71462.602,0
71498.31,0
71533.989,0
71577.169,0
71619.475,0
71660.475,0
71696.527,0
71730.727,0
71784.779,0
71811.197,0
71859.303,0
71896.76,0
71945.334,0
71973.268,0
72020.388,0
72056.814,0
72095.421,0
72131.45,0
72177.792,0
72215.576,0
